goods_id,goods_name,price,sales,shop_sales_tip,thumb_url,link_url
880587596484,心相印纸巾抽纸大包家用装卫生纸餐巾纸宿舍厕纸面巾纸湿巾实惠批,3.01,42000,总售12.5万+件,https://img.pddpic.com/mms-goods-image/2025-12-27/38958eb9-0ac9-41ca-9974-1d65fb934a09.jpeg.a.jpeg,goods.html?goods_id=880587596484&_oak_rcto=YWKlnX4hYTwNiv2gsk4WJzbTeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=9e92e29a03f1a2703a383630f3bd6678&_oak_gallery=https://img.pddpic.com/mms-goods-image/2025-12-27/38958eb9-0ac9-41ca-9974-1d65fb934a09.jpeg.a.jpeg
903905050071,水晶紫薯仔独立包装即食紫薯仔番薯干休闲小零食地瓜干批发,0.95,59,本店已拼4.8万件,https://img.pddpic.com/mms-material-img/2025-12-07/3e83d94d-7fd9-4bf6-b586-1f8dcc03c688.jpeg,goods.html?goods_id=903905050071&_oak_rcto=YWIBVSSp241A6KX82R6zjERxeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=85876dcfe0d24e6de45e709deed67c80&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-07/3e83d94d-7fd9-4bf6-b586-1f8dcc03c688.jpeg
780080507733,50双便宜夏季一次性免洗男士袜子浅口防臭短袜吸汗潮流百搭袜秋冬,1.01,783,本店已拼14.1万+件,https://img.pddpic.com/mms-material-img/2025-06-29/dee3955d-6e4a-4ba7-b387-f061642bfbde.jpeg.a.jpeg,goods.html?goods_id=780080507733&_oak_rcto=YWLay0psd3i5IrIY-Ct-vT5SeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_part_price_cmp_suc=1&_oak_gallery_token=fe90f97521b1023d1d7fffb254fff65d&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-06-29/dee3955d-6e4a-4ba7-b387-f061642bfbde.jpeg.a.jpeg
872518656941,家用防霉抗菌防滑中式筷子2025新款四面刻福筷子楠竹木筷子,1,305,本店已拼18.4万+件,https://img.pddpic.com/mms-material-img/2025-12-14/2999c34e-cc07-43bf-aa32-cff1cfa00f90.jpeg.a.jpeg,goods.html?goods_id=872518656941&_oak_rcto=YWI9YADdG6grSnn7F-hiGf5weVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=184d8e48ae5b5369965222b0d7a61f5e&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-14/2999c34e-cc07-43bf-aa32-cff1cfa00f90.jpeg.a.jpeg
901042919069,可旋转磁吸挂钩免打孔强力磁铁钩冰箱热水器磁吸钩防盗门后挂钩,0.55,21,本店已拼3.4万件,https://img.pddpic.com/mms-material-img/2025-12-07/843bd7bc-1156-4de1-b4b2-935b0be2d337.jpeg.a.jpeg,goods.html?goods_id=901042919069&_oak_rcto=YWKlOhRBSFq4O6LswJNB8cyzeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=5abf102ab13c1ed258c01ef40ac6903c&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-07/843bd7bc-1156-4de1-b4b2-935b0be2d337.jpeg.a.jpeg
882116376636,商家急用单大小号 真实号 通用真实签收 小苏打礼品单,0.99,161,本店已拼40.9万+件,https://img.pddpic.com/mms-material-img/2025-12-22/b2ba8dd7-d537-4305-aca0-4c7e701af65f.jpeg,goods.html?goods_id=882116376636&_oak_rcto=YWJftzcT0nu-Gr60fLTwfzvYeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=222649637bca94d8f8609877f50c16a5&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-22/b2ba8dd7-d537-4305-aca0-4c7e701af65f.jpeg
124913203301,【买一送二】烟灰缸创意个性家用床头客厅酒吧大号水晶玻璃烟缸,1.94,100000,已拼76.7万+件,https://img.pddpic.com/mms-material-img/2021-10-14/ed28d8da-103a-486d-a68e-4c199ed7ab33.jpeg.a.jpeg,goods.html?goods_id=124913203301&_oak_rcto=YWJLOvj6-jc2YHsm49AUFnnneVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_part_price_cmp_suc=1&_oak_gallery_token=388d117691ee513bf7009155851d39ec&_oak_gallery=https://img.pddpic.com/mms-material-img/2021-10-14/ed28d8da-103a-486d-a68e-4c199ed7ab33.jpeg.a.jpeg
895946753309,重型美工刀大号加厚壁纸刀电工专用快递开箱裁纸切割刀介刀五刀片,0.69,4206,本店已拼15.5万+件,https://img.pddpic.com/mms-material-img/2025-08-22/ae3bbfc6-0759-4df4-bfaf-0185fc6192e0.jpeg,goods.html?goods_id=895946753309&_oak_rcto=YWIGVN6DrfsBYT3WqXl6gvCeeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=609515d3c4edede2b05ec09bc2e638a0&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-08-22/ae3bbfc6-0759-4df4-bfaf-0185fc6192e0.jpeg
745979991658,德国防飞溅指甲刀套装手提盒装收纳小巧指甲刀女男士专用套装工具,1.78,1573,本店已拼45万+件,https://img.pddpic.com/mms-material-img/2025-05-11/9414beff-b7f5-4e04-b8c3-7c00b952b4c1.jpeg,goods.html?goods_id=745979991658&_oak_rcto=YWLGA9n-STL0wmwSODcslahNeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=1ecf3c0b84d14bbf69c240f911f041f0&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-05-11/9414beff-b7f5-4e04-b8c3-7c00b952b4c1.jpeg
754411030785,240W超级快充透明数据线自动断电适用华为OPPO荣耀vivo小米充电线,0.99,936,本店已拼355万+件,https://img.pddpic.com/mms-material-img/2025-05-29/c6a2c6af-878b-48e0-a575-b64bb3054960.jpeg,goods.html?goods_id=754411030785&_oak_rcto=YWLG4Iu7GJHk3QbK97jsa4KLeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=583957ccbb0d983c59dc53ee7d3bac87&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-05-29/c6a2c6af-878b-48e0-a575-b64bb3054960.jpeg
883885261391,迪士尼正品优质超厚草莓熊纯净洗脸巾抽取珍珠纹清水洁肤一次性,1.1,37,本店已拼1.9万件,https://img.pddpic.com/mms-material-img/2025-12-30/8a12c414-c935-46e9-9514-cce03466ed78.jpeg.a.jpeg,goods.html?goods_id=883885261391&_oak_rcto=YWL5nfNNyL7PXKZGOIjzszg3eVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=b06f7d4d10d76bb3dfa65e0ef1331e62&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-30/8a12c414-c935-46e9-9514-cce03466ed78.jpeg.a.jpeg
895791440853,超大号垃圾袋加厚薰衣草免撕抽绳手提香氛印花家用厨房塑料垃圾袋,1.98,567,本店已拼8.6万件,https://img.pddpic.com/mms-material-img/2025-12-30/9dc30645-c74a-4d04-8a39-f18117ad455a.jpeg.a.jpeg,goods.html?goods_id=895791440853&_oak_rcto=YWKxhdsxc6WXHP62FFDaAdvEeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=c4201288f3ca1bec85bcfa3b3a39e4c2&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-30/9dc30645-c74a-4d04-8a39-f18117ad455a.jpeg.a.jpeg
895951782846,劳保手套A698耐磨加厚乳胶橡胶压纹防滑建筑工地工作防护批发干活【2月25日发完】,1.01,64,已拼64件,https://img.pddpic.com/mms-material-img/2026-01-20/460c2ded-856f-45f3-ac44-9e0bb1649c66.jpeg.a.jpeg,goods.html?goods_id=895951782846&_oak_rcto=YWL1LrNjZTV9P2g1-VItTOsXeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=e45530ef9230fabcdae858dab35ecae8&_oak_gallery=https://img.pddpic.com/mms-material-img/2026-01-20/460c2ded-856f-45f3-ac44-9e0bb1649c66.jpeg.a.jpeg
901021929938,抗菌浴巾2025新款吸水速干毛巾三件套高级家用大人洗澡巾珊瑚绒巾,1.01,654,已抢654件,https://img.pddpic.com/mms-material-img/2025-07-07/7e8d7623-9ffd-456b-8daf-bf27b733f92f.jpeg.a.jpeg,goods.html?goods_id=901021929938&_oak_rcto=YWJovD0BDiDJELDfsR6YxIjAeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_part_price_cmp_suc=1&_oak_gallery_token=657271c706a2bc3b26d4ac66c2292e97&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-07-07/7e8d7623-9ffd-456b-8daf-bf27b733f92f.jpeg.a.jpeg
879301798419,懒人第四代小拖把迷你拖把夹布洗脸巾二次利用自动夹布拖把洗脸巾,1.01,352,本店已拼3.1万件,https://img.pddpic.com/mms-goods-image/2025-12-25/c62a91ff-126f-4022-a60b-bd50b0e6055b.jpeg.a.jpeg,goods.html?goods_id=879301798419&_oak_rcto=YWKP7inZ7R9M-_1z8jbWawe2eVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=c60f5f6e9924e93e625083f49efef256&_oak_gallery=https://img.pddpic.com/mms-goods-image/2025-12-25/c62a91ff-126f-4022-a60b-bd50b0e6055b.jpeg.a.jpeg
882116376636,商家急用单大小号 真实号 通用真实签收 小苏打礼品单,0.99,162,本店已拼40.9万+件,https://img.pddpic.com/mms-material-img/2025-12-22/b2ba8dd7-d537-4305-aca0-4c7e701af65f.jpeg,goods.html?goods_id=882116376636&_oak_rcto=YWJMzGZeqEX1HL60fLTwfzvYeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=222649637bca94d8f8609877f50c16a5&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-22/b2ba8dd7-d537-4305-aca0-4c7e701af65f.jpeg
872518656941,家用防霉抗菌防滑中式筷子2025新款四面刻福筷子楠竹木筷子,1,305,本店已拼18.4万+件,https://img.pddpic.com/mms-material-img/2025-12-14/2999c34e-cc07-43bf-aa32-cff1cfa00f90.jpeg.a.jpeg,goods.html?goods_id=872518656941&_oak_rcto=YWIfQhJR4TqQwXn7F-hiGf5weVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=184d8e48ae5b5369965222b0d7a61f5e&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-14/2999c34e-cc07-43bf-aa32-cff1cfa00f90.jpeg.a.jpeg
894230299597,一次性手套家务厨房食品级TPE防水防油加磨抽取式盒装橡胶手套,0.99,668,本店已拼9.4万件,https://img.pddpic.com/mms-material-img/2025-10-08/811c590f-39ba-4cce-8d5f-2cb6bf02e32a.jpeg.a.jpeg,goods.html?goods_id=894230299597&_oak_rcto=YWJ32xRZM5bspNWe6EUoN8HmeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=80516c99365919dc78d71a85ed4984d9&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-10-08/811c590f-39ba-4cce-8d5f-2cb6bf02e32a.jpeg.a.jpeg
899715793206,可爱手提袋大容量托特时尚卡通包女百搭帆布包单肩通勤,3.01,230,已拼230件,https://img.pddpic.com/open-gw/2026-01-26/3c2685bc-9909-4d6b-9053-d18eb9dcb5e4.jpeg,goods.html?goods_id=899715793206&_oak_rcto=YWJulPpgnxqtvvuiTnemeqdYeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=e966de73131fb878405701e3b9fbe552&_oak_gallery=https://img.pddpic.com/open-gw/2026-01-26/3c2685bc-9909-4d6b-9053-d18eb9dcb5e4.jpeg
726522204534,送手柄】不锈钢钢丝球清洁洗锅厨房清洁神器不生锈掉渣钢丝球,1.01,13000,已抢1.3万+件,https://img.pddpic.com/mms-material-img/2025-04-02/34ba4bb8-a3d5-487c-9e4b-f13d55468790.jpeg,goods.html?goods_id=726522204534&_oak_rcto=YWLRzBJuB6zkX2TvrSDkkicPeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=2fe133098725f072f95915e0790c8f86&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-04-02/34ba4bb8-a3d5-487c-9e4b-f13d55468790.jpeg
880587596484,心相印纸巾抽纸大包家用装卫生纸餐巾纸宿舍厕纸面巾纸湿巾实惠批,3.01,42000,总售12.5万+件,https://img.pddpic.com/mms-goods-image/2025-12-27/38958eb9-0ac9-41ca-9974-1d65fb934a09.jpeg.a.jpeg,goods.html?goods_id=880587596484&_oak_rcto=YWIGmcUJHVPABv2gsk4WJzbTeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=9e92e29a03f1a2703a383630f3bd6678&_oak_gallery=https://img.pddpic.com/mms-goods-image/2025-12-27/38958eb9-0ac9-41ca-9974-1d65fb934a09.jpeg.a.jpeg
880454412890,香包香袋礼品单家用商用真实发货,0.51,8688,本店已拼1.1万件,https://img.pddpic.com/mms-material-img/2025-12-26/6f496923-8811-4796-8ea4-d7e3c57ce2ef.jpeg.a.jpeg,goods.html?goods_id=880454412890&_oak_rcto=YWKqC_PgDGXXyJ8zeq7xRiyfeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=52481926285e066f53bb36447d306797&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-26/6f496923-8811-4796-8ea4-d7e3c57ce2ef.jpeg.a.jpeg
901825066020,十二生肖红绳手链手串男女情侣款手工饰品手镯红手绳红色手链,1.25,704,已抢704件,https://img.pddpic.com/mms-material-img/2026-01-30/e8af4300-20bb-41f3-96ea-ea1ec60716de.jpeg.a.jpeg,goods.html?goods_id=901825066020&_oak_rcto=YWJwdAxtqMl-GOWtzHdI-7WYeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=53a8e5e9377dc87d6ba96f81e5930942&_oak_gallery=https://img.pddpic.com/mms-material-img/2026-01-30/e8af4300-20bb-41f3-96ea-ea1ec60716de.jpeg.a.jpeg
903464441730,一次性桌布马年红色新年酒席家用防水加厚圆桌方桌免洗一次性桌布,1.98,2184,已抢2184件,https://img.pddpic.com/mms-material-img/2026-01-22/3af39cc4-3c7a-4a09-90a8-f49e7e413873.jpeg,goods.html?goods_id=903464441730&_oak_rcto=YWLVeDdN-oTpfRdEDyTDfooJeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=b659f569e4e5a308635067ae456202d1&_oak_gallery=https://img.pddpic.com/mms-material-img/2026-01-22/3af39cc4-3c7a-4a09-90a8-f49e7e413873.jpeg
892691455067,小镜子定制照片图案手柄补妆镜子手持化妆镜包里随身携带学生宿舍,0.51,226,已拼186件,https://img.pddpic.com/mms-material-img/2025-05-03/c22655c9-4462-4b00-9abe-bbafdcbdfcc7.png.a.jpeg,goods.html?goods_id=892691455067&_oak_rcto=YWLJCnA3EL7cOybX0xPeMxlqeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=9918a9846e5c73e98f30003e095d530c&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-05-03/c22655c9-4462-4b00-9abe-bbafdcbdfcc7.png.a.jpeg
844553037254,直液式速干走珠中性笔 0.5针管式速干水笔碳素笔学生考试签字黑笔,1.01,57,已抢57件,https://img.pddpic.com/mms-material-img/2025-10-14/9c68e065-a30b-436c-a945-189e0d147234.jpeg.a.jpeg,goods.html?goods_id=844553037254&_oak_rcto=YWK03KBZh8UDLecsGGbbOm3PeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=b3294c26c9d31c1b1dddf776fdb2e153&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-10-14/9c68e065-a30b-436c-a945-189e0d147234.jpeg.a.jpeg
754411030785,240W超级快充透明数据线自动断电适用华为OPPO荣耀vivo小米充电线,0.99,937,本店已拼355万+件,https://img.pddpic.com/mms-material-img/2025-05-29/c6a2c6af-878b-48e0-a575-b64bb3054960.jpeg,goods.html?goods_id=754411030785&_oak_rcto=YWJxnQowX41Y4gbK97jsa4KLeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=583957ccbb0d983c59dc53ee7d3bac87&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-05-29/c6a2c6af-878b-48e0-a575-b64bb3054960.jpeg
901948014592,家用大剪刀特大号剪子加长版剪布裁缝剪强力工业剪刀长款防锈厨房,1.01,635,总售10万+件,https://img.pddpic.com/mms-material-img/2026-01-30/7e7ee634-51b9-4c06-8e09-dd0c9bff58e4.jpeg.a.jpeg,goods.html?goods_id=901948014592&_oak_rcto=YWJIERxWFsoOCe3tewH9BFeQeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=6ea9dd92d5f4226d1bab816f87c62c6a&_oak_gallery=https://img.pddpic.com/mms-material-img/2026-01-30/7e7ee634-51b9-4c06-8e09-dd0c9bff58e4.jpeg.a.jpeg
877413725868,【药房同步维e乳】抗衰老身体乳保湿补水止痒面霜护手霜滋润正品,1.01,975,已拼975件,https://img.pddpic.com/open-gw/2025-12-22/10edf6f8-e533-420a-adb4-3ef68e229800.jpeg,goods.html?goods_id=877413725868&_oak_rcto=YWL1LrNjZTV9PzYe_UvEaNlZeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_part_price_cmp_suc=1&_oak_gallery_token=8ea6e5fed45d7193301531b7268192bb&_oak_gallery=https://img.pddpic.com/open-gw/2025-12-22/10edf6f8-e533-420a-adb4-3ef68e229800.jpeg
864748832975,爆款高颅蓬松发箍带满天星高级防滑新款时尚头箍外戴发饰发卡头饰,0.99,11000,已抢1.1万+件,https://img.pddpic.com/mms-goods-image/2025-12-01/882667b0-62b2-4b8a-a9ca-a479d75a2b52.png.a.jpeg,goods.html?goods_id=864748832975&_oak_rcto=YWLCADbhFcJMIFDHLh42xAMJeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=046a52e985fb02a8a7683b7978830c13&_oak_gallery=https://img.pddpic.com/mms-goods-image/2025-12-01/882667b0-62b2-4b8a-a9ca-a479d75a2b52.png.a.jpeg
863549766774,苹果 iPhone17 Pro全网通5G 双卡双待手机【3天内发货】,11000,481,已抢481件,https://img.pddpic.com/mms-goods-image/2025-09-22/b094a96e-847b-42e7-ac5d-e170d06ee13b.png.a.jpeg,goods.html?goods_id=863549766774&_oak_rcto=YWLqNfOZtmdjOgHSjwvavSSneVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=79ad97844fe3b995050dfe3641b90a28&_oak_gallery=https://img.pddpic.com/mms-goods-image/2025-09-22/b094a96e-847b-42e7-ac5d-e170d06ee13b.png.a.jpeg
899654265937,【遇水开花】鲜枝浓香型水培梅花枝带花苞室内耐寒花卉绿植,0.51,11000,已抢1.1万+件,https://img.pddpic.com/mms-material-img/2026-01-26/b5393460-66eb-41f2-81d9-df75e4fc3c5a.jpeg.a.jpeg,goods.html?goods_id=899654265937&_oak_rcto=YWKAh9DPjH6K6eMcDTpa4R9TeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=a03441013a2f2501aba131f089af5ae0&_oak_gallery=https://img.pddpic.com/mms-material-img/2026-01-26/b5393460-66eb-41f2-81d9-df75e4fc3c5a.jpeg.a.jpeg
887598421498,【抗寒不冻脚】超厚加绒防臭不起球秋冬防寒袜冬季中筒毛巾毛圈袜,1.85,4716,本店已拼13.7万+件,https://img.pddpic.com/mms-material-img/2025-08-16/47655ef1-d34a-4d2e-82c9-f31cc8e66d26.jpeg.a.jpeg,goods.html?goods_id=887598421498&_oak_rcto=YWIHbwwPdnfdyVpbqYnBF_cseVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=4dc579e08e0244826010ec234cb86b44&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-08-16/47655ef1-d34a-4d2e-82c9-f31cc8e66d26.jpeg.a.jpeg
871959247112,【秒吸速干】硅藻地垫卫生间专用抑菌脚垫浴室门口防滑垫居家必备,1.5,105,已拼105件,https://img.pddpic.com/mms-material-img/2025-12-13/c62db595-91c0-4789-9ac8-fae6cc4f9ce7.jpeg.a.jpeg,goods.html?goods_id=871959247112&_oak_rcto=YWJPMFUvrbBjlOPCmQ7VYrGzeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=ff73e0384f3456aba4984ca0e9b36872&_oak_gallery=https://img.pddpic.com/mms-material-img/2025-12-13/c62db595-91c0-4789-9ac8-fae6cc4f9ce7.jpeg.a.jpeg
901812909935,【爆款腰果】正宗带皮腰果新货原味紫皮腰果健康坚果礼盒丽人膳补,2.3,268,已抢451罐,https://img.pddpic.com/mms-goods-image/2026-01-17/4ffe3ebf-4064-4a78-b84c-8e485bf3e5ba.jpeg.a.jpeg,goods.html?goods_id=901812909935&_oak_rcto=YWJCMuR5236Cj3KndcCUUxjPeVUCjz5vbYHf9sz4gxd1-gQ_-lCbTQDs&_oak_gallery_token=5a503aea97f1003ab24ac9a0ae18e20a&_oak_gallery=https://img.pddpic.com/mms-goods-image/2026-01-17/4ffe3ebf-4064-4a78-b84c-8e485bf3e5ba.jpeg.a.jpeg
