title,img_url,director,starring,years,location,rating,reviews,genre
侧耳倾听  / 耳をすませば,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456692072.webp,近藤喜文 Yoshifumi Kondo,本名阳子 Youko Honna / 小林桂树 K...,1995,日本,8.9,509686人评价,"剧情, 爱情, 动画"
教父3  / The Godfather: Part III,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2169664351.webp,弗朗西斯·福特·科波拉 Francis Ford Coppola,阿尔·帕西诺 A...,1990,美国,9.0,418890人评价,"剧情, 犯罪"
请以你的名字呼唤我  / Call Me by Your Name,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2505525050.webp,卢卡·瓜达尼诺 Luca Guadagnino,艾米·汉莫 Armie Hammer / ...,2017,"意大利, 法国, 巴西, 美国",8.8,803748人评价,"剧情, 爱情, 同性"
色，戒,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p453716305.webp,李安 Ang Lee,梁朝伟 Tony Leung Chiu Wai / 汤唯 Wei Tang / ...,2007,"中国台湾, 中国大陆, 美国, 中国香港",8.7,931760人评价,"剧情, 爱情, 情色"
幸福终点站  / The Terminal,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2181698213.webp,史蒂文·斯皮尔伯格 Steven Spielberg,汤姆·汉克斯 Tom Hanks...,2004,美国,8.8,626287人评价,"喜剧, 剧情, 爱情"
哪吒闹海,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2532803206.webp,王树忱 Shuchen Wang / 严定宪 Dingxian Yan,梁正晖 Zhenghui ...,1979,中国大陆,9.2,299521人评价,"冒险, 动画, 奇幻"
被解救的姜戈  / Django Unchained,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1800813767.webp,昆汀·塔伦蒂诺 Quentin Tarantino,杰米·福克斯 Jamie Foxx /...,2012,美国,8.8,673727人评价,"剧情, 动作, 西部, 冒险"
九品芝麻官,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p648370300.webp,王晶 Jing Wong,周星驰 Stephen Chow / 吴孟达 Man Tat Ng / ...,1994,中国香港,8.8,771117人评价,"剧情, 喜剧, 古装"
小森林 冬春篇  / リトル・フォレスト 冬・春,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2618201652.webp,森淳一 Junichi Mori,桥本爱 Ai Hashimoto / 三浦贵大 Takahir...,2015,日本,9.0,412214人评价,剧情
釜山行  / 부산행,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.webp,延尚昊 Sang-ho Yeon,孔侑 Yoo Gong / 郑有美 Yu-mi Jung / 马...,2016,韩国,8.6,1320310人评价,"动作, 惊悚, 灾难"
神偷奶爸  / Despicable Me,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792776858.webp,皮艾尔·柯芬 Pierre Coffin / 克里斯·雷纳德 Chris Renaud,...,2010,"美国, 法国",8.7,1027126人评价,"喜剧, 动画, 冒险"
萤火之森  / 蛍火の杜へ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1675053073.webp,大森贵弘 Takahiro Omori,佐仓绫音 Ayane Sakura / 内山昂辉 K...,2011,日本,8.8,595781人评价,"剧情, 爱情, 动画, 奇幻"
喜宴  / 囍宴,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2249048907.webp,李安 Ang Lee,赵文瑄 Winston Chao / 归亚蕾 Ya-lei Kuei / 郎...,1993,"中国台湾, 美国",9.0,416317人评价,"剧情, 喜剧, 爱情, 同性, 家庭"
告白,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p689520756.webp,中岛哲也 Tetsuya Nakashima,松隆子 Takako Matsu / 冈田将生 ...,2010,日本,8.8,727197人评价,"剧情, 悬疑"
头号玩家  / Ready Player One,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.webp,史蒂文·斯皮尔伯格 Steven Spielberg,泰伊·谢里丹 Tye Sheri...,2018,美国,8.6,1484604人评价,"动作, 科幻, 冒险"
玛丽和麦克斯  / Mary and Max,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2923412445.webp,亚当·艾略特 Adam Elliot,托妮·科莱特 Toni Collette / 菲利...,2009,"澳大利亚, 美国",9.0,451522人评价,"剧情, 喜剧, 动画"
七武士  / 七人の侍,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2215886505.webp,黑泽明 Akira Kurosawa,三船敏郎 Toshirô Mifune / 志村乔 ...,1954,日本,9.3,227324人评价,"动作, 冒险, 剧情"
模仿游戏  / The Imitation Game,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2922986728.webp,莫滕·泰杜姆 Morten Tyldum,本尼迪克特·康伯巴奇 Benedict C...,2014,"英国, 美国",8.8,707341人评价,"剧情, 传记, 战争, 同性"
大鱼  / Big Fish,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p692813374.webp,蒂姆·波顿 Tim Burton,伊万·麦克格雷格 Ewan McGregor / 阿...,2003,美国,8.8,614509人评价,"剧情, 爱情, 奇幻, 冒险"
惊魂记  / Psycho,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1021883305.webp,阿尔弗雷德·希区柯克 Alfred Hitchcock,安东尼·博金斯 Antho...,1960,美国,9.0,343531人评价,"悬疑, 惊悚, 恐怖"
射雕英雄传之东成西就  / 射鵰英雄傳之東成西就,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2609063922.webp,刘镇伟 Jeffrey Lau,梁朝伟 Tony Leung Chiu Wai / 林青霞 Bri...,1993,中国香港,8.7,703356人评价,"喜剧, 奇幻, 武侠, 古装"
血战钢锯岭  / Hacksaw Ridge,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2398141939.webp,梅尔·吉布森 Mel Gibson,安德鲁·加菲尔德 Andrew Garfield /...,2016,"澳大利亚, 美国",8.7,843265人评价,"剧情, 传记, 历史, 战争"
我是山姆  / I Am Sam,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p652417775.webp,杰茜·尼尔森 Jessie Nelson,Sean Penn / Dakota Fanning / Mi...,2001,美国,9.0,368226人评价,"剧情, 家庭"
你的名字。  / 君の名は。,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2910701461.webp,新海诚 Makoto Shinkai,神木隆之介 Ryûnosuke Kamiki / 上...,2016,日本,8.5,1558352人评价,"剧情, 爱情, 动画"
阳光姐妹淘  / 써니,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1374786017.webp,姜炯哲 Hyeong-Cheol Kang,沈恩京 Eun-kyung Shim / 闵孝琳 Hy...,2011,韩国,8.8,627575人评价,"剧情, 喜剧"
恐怖直播  / 더 테러 라이브,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2016930906.webp,金秉祐 Byeong-woo Kim,河正宇 Jung-woo Ha / 李璟荣 Kyeong-y...,2013,韩国,8.7,713719人评价,"剧情, 犯罪, 悬疑"
背靠背，脸对脸,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2505048077.webp,黄建新 Jianxin Huang / 杨亚洲 Yazhou Yang,牛振华 Zhenhua N...,1994,"中国大陆, 中国香港",9.5,170307人评价,剧情
黑客帝国3：矩阵革命  / The Matrix Revolutions,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p443461818.webp,,,,,8.8,486916人评价,
心灵奇旅  / Soul,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2595591069.webp,彼特·道格特 Pete Docter / 凯普·鲍尔斯 Kemp Powers,杰米·...,2020,美国,8.7,1107104人评价,"动画, 奇幻, 音乐"
电锯惊魂  / Saw,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p726839485.webp,詹姆斯·温 James Wan,雷·沃纳尔 Leigh Whannell / 加利·艾...,2004,美国,8.7,595997人评价,"悬疑, 惊悚, 恐怖"
"三块广告牌  / Three Billboards Outside Ebbing, Missouri",https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2502943384.webp,马丁·麦克唐纳 Martin McDonagh,弗兰西斯·麦克多蒙德 France...,2017,"英国, 美国",8.7,900581人评价,"剧情, 犯罪"
小丑  / Joker,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567198874.webp,托德·菲利普斯 Todd Phillips,杰昆·菲尼克斯 Joaquin Phoeni...,2019,"美国, 加拿大",8.7,1106398人评价,"剧情, 犯罪, 惊悚"
谍影重重3  / The Bourne Ultimatum,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p792223507.webp,保罗·格林格拉斯 Paul Greengrass,马特·达蒙 Matt Damon / ...,2007,"美国, 德国, 法国, 英国",8.9,459677人评价,"动作, 悬疑, 惊悚"
达拉斯买家俱乐部  / Dallas Buyers Club,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2166160837.webp,让-马克·瓦雷 Jean-Marc Vallée,马修·麦康纳 Matthew McCon...,2013,美国,8.8,495577人评价,"剧情, 传记, 同性"
疯狂原始人  / The Croods,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1867084027.webp,,,,,8.7,904249人评价,
无间道2  / 無間道II,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p958008320.webp,刘伟强 Andrew Lau / 麦兆辉 Alan Mak,陈冠希 Edison Chen / ...,2003,中国香港,8.8,550504人评价,"剧情, 犯罪, 惊悚"
绿里奇迹  / The Green Mile,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p767586451.webp,弗兰克·德拉邦特 Frank Darabont,汤姆·汉克斯 Tom Hanks / ...,1999,美国,8.9,377618人评价,"犯罪, 剧情, 奇幻, 悬疑"
爱在午夜降临前  / Before Midnight,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2074715729.webp,理查德·林克莱特 Richard Linklater,伊桑·霍克 Ethan Hawke ...,2013,"美国, 希腊",8.9,458773人评价,"剧情, 爱情"
海街日记  / 海街diary,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2603364117.webp,是枝裕和 Hirokazu Koreeda,绫濑遥 Haruka Ayase / 长泽雅美 M...,2015,日本,8.8,507408人评价,"剧情, 家庭"
风之谷  / 風の谷のナウシカ,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1917567652.webp,宫崎骏 Hayao Miyazaki,岛本须美 Sumi Shimamoto / 松田洋治 Y...,1984,日本,8.9,386584人评价,"动画, 奇幻, 冒险"
上帝之城  / Cidade de Deus,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p455677490.webp,,,,,9.0,327122人评价,
疯狂的石头,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p712241453.webp,宁浩 Hao Ning,郭涛 Tao Guo / 刘桦 Hua Liu / 连晋 Teddy Lin,2006,"中国大陆, 中国香港",8.6,905158人评价,"喜剧, 犯罪"
英雄本色,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2504997087.webp,吴宇森 John Woo,周润发 Yun-Fat Chow / 狄龙 Lung Ti / 张国...,1986,中国香港,8.6,593905人评价,"剧情, 动作, 犯罪"
雨中曲  / Singin' in the Rain,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1612355875.webp,斯坦利·多南 Stanley Donen / 吉恩·凯利 Gene Kelly,吉恩·...,1952,美国,9.1,259446人评价,"喜剧, 歌舞, 爱情"
2001太空漫游  / 2001: A Space Odyssey,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2560717825.webp,斯坦利·库布里克 Stanley Kubrick,凯尔·杜拉 Keir Dullea / ...,1968,"英国, 美国",8.9,380566人评价,"科幻, 惊悚, 冒险"
心迷宫,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2276780256.webp,忻钰坤 Yukun Xin,霍卫民 Weimin Huo / 王笑天 Xiaotian Wang ...,2014,中国大陆,8.7,597799人评价,"剧情, 犯罪, 悬疑"
末路狂花  / Thelma & Louise,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1910924635.webp,雷德利·斯科特 Ridley Scott,吉娜·戴维斯 Geena Davis / 苏...,1991,"美国, 英国, 法国",9.0,326874人评价,"犯罪, 剧情, 惊悚"
纵横四海  / 緃横四海,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2597918718.webp,吴宇森 John Woo,周润发 Yun-Fat Chow / 张国荣 Leslie Cheung...,1991,中国香港,8.8,465256人评价,"剧情, 喜剧, 动作, 犯罪"
记忆碎片  / Memento,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p641688453.webp,克里斯托弗·诺兰 Christopher Nolan,盖·皮尔斯 Guy Pearce /...,2000,美国,8.7,655667人评价,"犯罪, 剧情, 悬疑, 惊悚"
高山下的花环,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2319879389.webp,谢晋 Jin Xie,"吕晓禾 Xiaohe Lü / 唐国强 Guoqiang Tang / 何... 
                            1984(中国大陆) /",1985,中国大陆,9.5,144156人评价,"剧情, 战争"
卢旺达饭店  / Hotel Rwanda,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p470419493.webp,特瑞·乔治 Terry George,唐·钱德尔 Don Cheadle / 苏菲·奥...,2004,"英国, 南非, 意大利, 美国",8.9,360186人评价,"剧情, 传记, 历史, 战争"
无敌破坏王  / Wreck-It Ralph,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p1735642656.webp,瑞奇·莫尔 Rich Moore,约翰·C·赖利 John C. Reilly / 萨拉...,2012,美国,8.7,598326人评价,"喜剧, 动画, 奇幻, 冒险"
小偷家族  / 万引き家族,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2530599636.webp,是枝裕和 Hirokazu Koreeda,中川雅也 Lily Franky / 安藤樱 Sa...,2018,日本,8.7,881301人评价,"剧情, 犯罪, 家庭"
冰川时代  / Ice Age,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1910895719.webp,,,,,8.7,672375人评价,
恐怖游轮  / Triangle,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p462470694.webp,克里斯托弗·史密斯 Christopher Smith,梅利莎·乔治 Melissa ...,2009,"英国, 澳大利亚",8.5,964736人评价,"剧情, 悬疑, 惊悚"
东京教父  / 東京ゴッドファーザーズ,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p456703618.webp,今敏 Satoshi Kon,江守彻 Toru Emori / 梅垣义明 Yoshiaki Ume...,2003,日本,9.0,278613人评价,"剧情, 喜剧, 动画"
牯岭街少年杀人事件  / 牯嶺街少年殺人事件,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p848381236.webp,杨德昌 Edward Yang,张震 Chen Chang / 杨静怡 Lisa Yang / 张...,1991,中国台湾,8.9,354712人评价,"剧情, 犯罪"
魔女宅急便  / 魔女の宅急便,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p456676352.webp,宫崎骏 Hayao Miyazaki,高山南 Minami Takayama / 佐久间玲 Re...,1989,日本,8.7,512396人评价,"动画, 奇幻, 冒险"
岁月神偷  / 歲月神偷,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p456666151.webp,罗启锐 Alex Law,吴君如 Sandra Ng / 任达华 Simon Yam / 钟绍...,2010,"中国香港, 中国大陆",8.7,605816人评价,"剧情, 家庭"
忠犬八公物语  / ハチ公物語,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2603716224.webp,神山征二郎 Seijirô Kôyama,仲代达矢 Tatsuya Nakadai /...,1987,日本,9.2,213958人评价,剧情
荒蛮故事  / Relatos salvajes,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2919686972.webp,达米安·斯兹弗隆 Damián Szifron,达里奥·葛兰帝内提 Darío...,2014,"阿根廷, 西班牙",8.7,503606人评价,"剧情, 喜剧, 犯罪"
芙蓉镇,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575337180.webp,谢晋 Jin Xie,刘晓庆 Xiaoqing Liu / 姜文 Wen Jiang / 郑在石...,1987,中国大陆,9.3,180150人评价,"剧情, 爱情"
末代皇帝  / The Last Emperor,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p452089833.webp,贝纳尔多·贝托鲁奇 Bernardo Bertolucci,尊龙 John Lone / 陈...,1987,"英国, 意大利, 中国大陆, 法国",9.3,996699人评价,"剧情, 传记, 历史"
哈利·波特与魔法石  / Harry Potter and the Sorcerer's Stone,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2913781448.webp,Chris Columbus,Daniel Radcliffe / Emma Watson / Rupert Grint,2001,"美国, 英国",9.2,1372652人评价,"奇幻, 冒险"
龙猫  / となりのトトロ,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.webp,宫崎骏 Hayao Miyazaki,日高法子 Noriko Hidaka / 坂本千夏 Ch...,1988,日本,9.2,1378191人评价,"动画, 奇幻, 冒险"
怦然心动  / Flipped,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p501177648.webp,罗伯·莱纳 Rob Reiner,玛德琳·卡罗尔 Madeline Carroll / 卡...,2010,美国,9.1,2000750人评价,"剧情, 喜剧, 爱情"
活着,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2597919477.webp,张艺谋 Yimou Zhang,葛优 You Ge / 巩俐 Li Gong / 姜武 Wu Jiang,1994,"中国大陆, 中国香港",9.3,942425人评价,"剧情, 历史, 家庭"
蝙蝠侠：黑暗骑士  / The Dark Knight,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p462657443.webp,克里斯托弗·诺兰 Christopher Nolan,克里斯蒂安·贝尔 Christ...,2008,"美国, 英国",9.2,1163135人评价,"剧情, 动作, 科幻, 犯罪, 惊悚"
指环王3：王者无敌  / The Lord of the Rings: The Return of the King,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2642829472.webp,彼得·杰克逊 Peter Jackson,伊利亚·伍德 Elijah Wood / 西恩...,2003,"美国, 新西兰",9.3,885314人评价,"剧情, 动作, 奇幻, 冒险"
我不是药神,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2561305376.webp,文牧野 Muye Wen,徐峥 Zheng Xu / 王传君 Chuanjun Wang / 周...,2018,中国大陆,9.0,2297395人评价,"剧情, 喜剧"
乱世佳人  / Gone with the Wind,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1963126880.webp,维克多·弗莱明 Victor Fleming / 乔治·库克 George Cukor,费...,1939,美国,9.3,768368人评价,"剧情, 历史, 爱情, 战争"
飞屋环游记  / Up,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553594918.webp,彼特·道格特 Pete Docter / 鲍勃·彼德森 Bob Peterson,爱德...,2009,美国,9.1,1457482人评价,"剧情, 喜剧, 动画, 冒险"
让子弹飞,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1512562287.webp,姜文 Wen Jiang,姜文 Wen Jiang / 葛优 You Ge / 周润发 Yun-F...,2010,"中国大陆, 中国香港",9.0,1873080人评价,"剧情, 喜剧, 动作, 西部"
哈尔的移动城堡  / ハウルの動く城,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2907583906.webp,宫崎骏 Hayao Miyazaki,倍赏千惠子 Chieko Baishô / 木村拓...,2004,日本,9.1,1245380人评价,"爱情, 动画, 奇幻, 冒险"
十二怒汉  / 12 Angry Men,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2173577632.webp,西德尼·吕美特 Sidney Lumet,亨利·方达 Henry Fonda / 马丁...,1957,美国,9.4,558320人评价,剧情
素媛  / 소원,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2118532944.webp,李濬益 Jun-ik Lee,薛景求 Kyung-gu Sol / 严志媛 Ji-won Uhm ...,2013,韩国,9.3,757041人评价,剧情
海蒂和爷爷  / Heidi,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2554525534.webp,阿兰·葛斯彭纳 Alain Gsponer,阿努克·斯特芬 Anuk Steffen /...,2015,"德国, 瑞士",9.3,741950人评价,"剧情, 冒险, 家庭"
猫鼠游戏  / Catch Me If You Can,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p453924541.webp,史蒂文·斯皮尔伯格 Steven Spielberg,莱昂纳多·迪卡普里奥 L...,2002,"美国, 加拿大",9.1,1167368人评价,"传记, 犯罪, 剧情"
天空之城  / 天空の城ラピュタ,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2892409201.webp,宫崎骏 Hayao Miyazaki,田中真弓 Mayumi Tanaka / 横泽启子 Ke...,1986,日本,9.2,981973人评价,"动画, 奇幻, 冒险"
鬼子来了,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2553104888.webp,姜文 Wen Jiang,姜文 Wen Jiang / 香川照之 Teruyuki Kagawa /...,2000,中国大陆,9.3,695180人评价,"剧情, 喜剧"
摔跤吧！爸爸  / Dangal,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2401676338.webp,涅提·蒂瓦里 Nitesh Tiwari,阿米尔·汗 Aamir Khan / 法缇玛...,2016,印度,9.0,1704311人评价,"剧情, 传记, 运动, 家庭"
少年派的奇幻漂流  / Life of Pi,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1784592701.webp,李安 Ang Lee,苏拉·沙玛 Suraj Sharma / 伊尔凡·可汗 Irrfan...,2012,"美国, 中国台湾, 英国, 加拿大",9.1,1457968人评价,"剧情, 奇幻, 冒险"
钢琴家  / The Pianist,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1381339291.webp,罗曼·波兰斯基 Roman Polanski,艾德里安·布洛迪 Adrien Brod...,2002,"英国, 法国, 波兰, 德国, 美国",9.3,726152人评价,"剧情, 传记, 战争, 音乐"
指环王2：双塔奇兵  / The Lord of the Rings: The Two Towers,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2640236255.webp,彼得·杰克逊 Peter Jackson,伊利亚·伍德 Elijah Wood / 西恩...,2002,"美国, 新西兰",9.2,833052人评价,"剧情, 动作, 奇幻, 冒险"
死亡诗社  / Dead Poets Society,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2575465690.webp,彼得·威尔 Peter Weir,罗宾·威廉姆斯 Robin Williams / 罗伯...,1989,美国,9.2,844139人评价,剧情
大话西游之月光宝盒  / 西遊記第壹佰零壹回之月光寶盒,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.webp,刘镇伟 Jeffrey Lau,周星驰 Stephen Chow / 吴孟达 Man Tat Ng...,1995,"中国香港, 中国大陆",9.0,1330908人评价,"喜剧, 爱情, 奇幻, 古装"
何以为家  / كفرناحوم,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.webp,娜丁·拉巴基 Nadine Labaki,扎因·拉费阿 Zain al-Rafeea / ...,2018,"黎巴嫩, 美国, 法国, 塞浦路斯, 卡塔尔, 英国",9.1,1138866人评价,剧情
闻香识女人  / Scent of a Woman,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2550757929.webp,马丁·布莱斯 Martin Brest,阿尔·帕西诺 Al Pacino / 克里斯...,1992,美国,9.1,994080人评价,剧情
绿皮书  / Green Book,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p2531065411.webp,彼得·法雷里 Peter Farrelly,维果·莫腾森 Viggo Mortensen /...,2018,"美国, 中国大陆",8.9,1837274人评价,"剧情, 喜剧, 传记, 音乐"
大闹天宫,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2184505167.webp,,,,,9.4,493685人评价,
黑客帝国  / The Matrix,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p451926968.webp,,,,,9.1,923168人评价,
指环王1：护戒使者  / The Lord of the Rings: The Fellowship of the Ring,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2197698335.webp,彼得·杰克逊 Peter Jackson,伊利亚·伍德 Elijah Wood / 西恩...,2001,"新西兰, 美国",9.1,933572人评价,"剧情, 动作, 奇幻, 冒险"
罗马假日  / Roman Holiday,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2189265085.webp,威廉·惠勒 William Wyler,奥黛丽·赫本 Audrey Hepburn / 格...,1953,美国,9.1,1025067人评价,"喜剧, 剧情, 爱情"
教父2  / The Godfather: Part II,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2194138787.webp,弗朗西斯·福特·科波拉 Francis Ford Coppola,阿尔·帕西诺 A...,1974,美国,9.3,617613人评价,"剧情, 犯罪"
狮子王  / The Lion King,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p726659067.webp,Roger Allers / 罗伯·明可夫 Rob Minkoff,乔纳森·泰勒·托马...,1994,美国,9.1,934527人评价,"动画, 冒险, 歌舞"
天堂电影院  / Nuovo Cinema Paradiso,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2653054340.webp,朱塞佩·托纳多雷 Giuseppe Tornatore,菲利普·努瓦雷 Philipp...,1988,"意大利, 法国",9.2,726538人评价,"剧情, 爱情"
饮食男女  / 飲食男女,https://img2.doubanio.com/view/photo/s_ratio_poster/public/p1910899751.webp,李安 Ang Lee,郎雄 Sihung Lung / 杨贵媚 Kuei-Mei Yang / 吴...,1994,"中国台湾, 美国",9.2,699238人评价,"剧情, 家庭"
辩护人  / 변호인,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2158166535.webp,杨宇硕 Woo-seok Yang,宋康昊 Kang-ho Song / 金英爱 Yeong-ae...,2013,韩国,9.2,644911人评价,剧情
本杰明·巴顿奇事  / The Curious Case of Benjamin Button,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2192535722.webp,大卫·芬奇 David Fincher,凯特·布兰切特 Cate Blanchett / ...,2008,美国,9.0,1077037人评价,"剧情, 爱情, 奇幻"
搏击俱乐部  / Fight Club,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910931622.webp,大卫·芬奇 David Fincher,爱德华·诺顿 Edward Norton / 布拉...,1999,美国,9.0,940869人评价,"剧情, 动作, 悬疑, 惊悚"
美丽心灵  / A Beautiful Mind,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1665997400.webp,朗·霍华德 Ron Howard,罗素·克劳 Russell Crowe / 艾德·哈...,2001,美国,9.1,836415人评价,"传记, 剧情"
穿条纹睡衣的男孩  / The Boy in the Striped Pajamas,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1473670352.webp,马克·赫尔曼 Mark Herman,阿萨·巴特菲尔德 Asa Butterfield ...,2008,"英国, 美国",9.2,625616人评价,"剧情, 战争"
情书  / Love Letter,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2648230660.webp,岩井俊二 Shunji Iwai,中山美穗 Miho Nakayama / 丰川悦司 Ets...,1995,日本,8.9,1283648人评价,"剧情, 爱情"
"两杆大烟枪  / Lock, Stock and Two Smoking Barrels",https://img1.doubanio.com/view/photo/s_ratio_poster/public/p792443418.webp,盖·里奇 Guy Ritchie,杰森·弗莱明 Jason Flemyng / 德克斯特...,1998,英国,9.1,658543人评价,"剧情, 喜剧, 犯罪"
窃听风暴  / Das Leben der Anderen,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1808872109.webp,,,,,9.2,618323人评价,
哈利·波特与死亡圣器(下)  / Harry Potter and the Deathly Hallows: Part 2,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2913457020.webp,大卫·叶茨 David Yates,丹尼尔·雷德克里夫 Daniel Radcliffe...,2011,"美国, 英国",9.0,942281人评价,"奇幻, 冒险"
音乐之声  / The Sound of Music,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p453788577.webp,罗伯特·怀斯 Robert Wise,朱莉·安德鲁斯 Julie Andrews / 克...,1965,美国,9.1,665997人评价,"剧情, 传记, 爱情, 歌舞"
西西里的美丽传说  / Malèna,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2441988159.webp,朱塞佩·托纳多雷 Giuseppe Tornatore,莫妮卡·贝鲁奇 Monica ...,2000,"意大利, 美国",8.9,1069247人评价,"剧情, 战争, 情色"
